species,longitude,latitude,label
paddy rice,4.102429712,11.99180044,1
paddy rice,27.93908233,-15.80915381,1
paddy rice,4.937448443,9.651505561,1
paddy rice,39.7396568,8.471337901,1
paddy rice,38.27353802,-5.051789484,1
paddy rice,5.430954571,9.718271955,1
paddy rice,32.71864601,-3.019581326,1
paddy rice,-4.205939274,15.39934601,1
paddy rice,7.8039347,11.82322764,1
paddy rice,-3.832593668,16.79703351,1
paddy rice,48.34397549,-17.69875665,1
paddy rice,4.950938462,10.20138091,1
paddy rice,-14.09954873,12.92979198,1
paddy rice,15.47635463,7.395053448,1
paddy rice,8.000781337,6.351892009,1
paddy rice,-12.06982375,9.082966096,1
paddy rice,9.259357336,8.072232992,1
paddy rice,-12.265547,8.687209597,1
paddy rice,6.676542931,9.188447503,1
paddy rice,11.79555359,11.27045133,1
paddy rice,4.869848653,10.36959232,1
paddy rice,46.15845461,-18.63775604,1
paddy rice,7.241906479,11.04848502,1
paddy rice,4.672775575,12.27553336,1
paddy rice,-12.86334602,8.98622958,1
paddy rice,10.81206263,8.431279959,1
paddy rice,34.06020655,-8.601649091,1
paddy rice,31.74263892,30.92380881,1
paddy rice,31.0066297,31.36990168,1
paddy rice,34.25724587,-1.836693927,1
paddy rice,34.56479083,-20.25049191,1
paddy rice,-8.068663731,10.52065176,1
paddy rice,-13.05610926,8.386408299,1
paddy rice,33.86753631,-14.30567403,1
paddy rice,-12.13109344,8.759888087,1
paddy rice,31.38623631,30.74979243,1
paddy rice,33.60737322,-1.991415375,1
paddy rice,-5.609860346,13.95063877,1
paddy rice,7.245050102,11.09909634,1
paddy rice,-0.206315362,16.60567081,1
paddy rice,39.0351783,-13.26554677,1
paddy rice,31.57661225,31.21532277,1
paddy rice,4.787435079,9.952355846,1
paddy rice,15.84247656,-4.308368419,1
paddy rice,-5.765981886,11.66481852,1
paddy rice,15.86658706,-4.366865114,1
paddy rice,47.90941845,-17.96637177,1
paddy rice,7.848560242,11.71762622,1
paddy rice,36.32703026,-8.625130026,1
paddy rice,37.12989447,-12.89017112,1
paddy rice,-6.022932445,10.0835847,1
paddy rice,-12.27430187,9.133268824,1
paddy rice,-7.433625555,9.942080291,1
paddy rice,49.57413196,-14.60251804,1
paddy rice,1.230388462,7.778548247,1
paddy rice,44.22134967,-22.99400387,1
paddy rice,35.9621696,-8.524352039,1
paddy rice,-6.192911353,8.202259593,1
paddy rice,31.39757768,31.37031421,1
paddy rice,37.54090595,-3.501653892,1
paddy rice,-14.22796307,13.13124282,1
paddy rice,6.301481827,12.25310093,1
paddy rice,49.06631736,-18.78147868,1
paddy rice,-12.13788625,7.404755305,1
paddy rice,-5.73512208,13.74132677,1
paddy rice,-12.03154663,9.235968018,1
paddy rice,4.667728037,12.93375399,1
paddy rice,-12.74174486,8.684037022,1
paddy rice,48.25537004,-17.69127077,1
paddy rice,-7.991056626,9.943436487,1
paddy rice,7.574585392,8.713336559,1
paddy rice,33.04110897,0.338156748,1
paddy rice,5.263613689,10.18244291,1
paddy rice,46.8879824,-16.51693123,1
paddy rice,-12.69652239,9.400383832,1
paddy rice,5.547499772,9.633463478,1
