species,Longitude,Latitude,label
Peanut,-82.6786042452523,31.750255525102137,1
Peanut,-77.71298824139453,36.00932405421987,1
Peanut,-82.92965935018935,31.94859596329377,1
Peanut,-84.35001084687619,31.37281804314083,1
Peanut,-102.88769353770078,32.7367869666857,1
Peanut,-83.43192109252774,31.796504592347333,1
Peanut,-76.54741935005619,36.25063839211992,1
Peanut,-77.03205254507003,36.51488992908845,1
Peanut,-87.43714763464494,30.88953217493832,1
Peanut,-84.01135641880568,32.21197104088312,1
Peanut,-85.13102025350653,30.35968634774164,1
Peanut,-84.69205011239536,31.521070468690127,1
Peanut,-85.52226323995782,31.20688525060337,1
Peanut,-80.5724676213518,33.48118229952024,1
Peanut,-84.88339966666257,31.69234062296402,1
Peanut,-82.84346384151955,31.22296625166334,1
Peanut,-84.45312849066616,31.225057331624367,1
Peanut,-82.805131372126,31.70965702114201,1
Peanut,-83.08946380929656,30.18716738970021,1
Peanut,-83.31714584456702,30.511368159083528,1
Peanut,-84.12789181328873,32.01538950826313,1
Peanut,-80.583613868691,33.5402963463052,1
Peanut,-82.75959614345369,31.786236528839737,1
Peanut,-81.695736176812,33.0041726855861,1
Peanut,-82.40402837899538,33.207711172461856,1
Peanut,-82.14507112537527,31.51855605074536,1
Peanut,-85.6257699743407,31.28735920047513,1
Peanut,-83.14300699468929,30.16221666471605,1
Peanut,-83.72060191576222,32.14959037668334,1
Peanut,-82.0427787682366,31.70361141398785,1
Peanut,-85.04916888950669,31.36471948392705,1
Peanut,-85.24515654353924,31.055527565170934,1
Peanut,-84.8835825382603,30.815037755134544,1
Peanut,-88.36823028199748,30.72931357422363,1
Peanut,-84.26748884058867,31.05974023087083,1
Peanut,-84.95827482420418,31.41613731755782,1
Peanut,-85.73365979632786,31.12326085734985,1
Peanut,-83.25119021973347,31.3780625110625,1
Peanut,-82.72837732706793,31.70980500942573,1
Peanut,-84.74589323621638,31.402142961818427,1
Peanut,-89.71515836084917,30.656897442217264,1
Peanut,-84.63336463388784,30.99883600238733,1
Peanut,-85.53702672635512,31.16739600213235,1
Peanut,-82.6247272141223,31.72247323137179,1
Peanut,-85.74516481311866,31.22363408788404,1
Peanut,-81.55773573017746,32.354891486454186,1
Peanut,-90.2277175333202,35.86617485190924,1
Peanut,-85.1924593320299,31.390006890752225,1
Peanut,-82.48783091454354,31.486852283700053,1
Peanut,-85.30342538237397,31.07328581789145,1
Peanut,-83.05621020594901,31.55395570495257,1
Peanut,-82.87502328904057,31.31171719325045,1
Peanut,-84.17476439397933,31.97353241973953,1
Peanut,-83.42535761776932,31.36080353014657,1
Peanut,-81.86634939493072,32.48421939583918,1
Peanut,-82.05587078707009,32.54650155805642,1
Peanut,-84.91809888483343,31.00059759400865,1
Peanut,-81.92100733362182,32.570542220594575,1
Peanut,-83.26383474924151,30.414759753022675,1
Peanut,-84.97066757981105,31.01514519415488,1
Peanut,-83.70971946946818,31.09521852464217,1
Peanut,-83.3953951432643,31.19998976215333,1
Peanut,-81.46950355465177,33.47664637133643,1
Peanut,-88.44823175900413,30.708425710758952,1
Peanut,-82.4206185326592,31.385298403368697,1
Peanut,-84.68708892190719,30.844811088636995,1
Peanut,-85.3216600548329,31.48060196380193,1
Peanut,-85.03675705742435,30.88254018012278,1
Peanut,-83.80917077978005,31.438842453014715,1
Peanut,-88.35969997080389,30.54635218640608,1
Peanut,-85.70285415430594,30.840405159718127,1
Peanut,-84.66046758151074,31.074180156947328,1
Peanut,-85.62788094837869,30.908537149986834,1
Peanut,-87.76069310537804,30.44223215883872,1
Peanut,-84.56098737407854,31.312883891344647,1
Peanut,-85.01791583590028,30.626989596957365,1
Peanut,-87.04751171399587,31.00691925230376,1
Peanut,-83.0555719188321,31.900807276235906,1
Peanut,-84.81079137915972,31.58171121315304,1
Peanut,-85.27398392916217,31.40170046186757,1
Peanut,-83.73255034243849,31.63383534857653,1
Peanut,-84.55486713730339,31.094010302707574,1
Peanut,-81.74122405428136,32.24451591488103,1
Peanut,-85.38643705720602,31.31211974082867,1
Peanut,-86.12486524074484,31.10876655683968,1
Peanut,-84.86052379971427,31.54705209564544,1
Peanut,-83.11615967975627,31.20731930403753,1
Peanut,-81.21372140297316,33.087187293351775,1
Peanut,-88.40110906255583,30.791305648666384,1
Peanut,-84.49448652909791,31.04898142163512,1
Peanut,-84.68396451511992,30.857273609543626,1
Peanut,-99.92175538252,35.24044360954253,1
Peanut,-84.68369764426966,31.07572919022873,1
Peanut,-84.82483007946585,30.927477266748028,1
Peanut,-86.0190455246721,31.51674297213401,1
Peanut,-83.75471166025193,31.749179888738578,1
Peanut,-84.56413004042989,31.089315077448106,1
Peanut,-82.5169405314849,31.899892823102448,1
Peanut,-83.48657757818975,31.99231341666137,1
Peanut,-83.95948311080714,31.36253669329048,1
