species,Longitude,Latitude,label
Sunflower,60.739341759543606,41.57415731540933,1
Sunflower,68.76395025422795,37.722400342635055,1
Sunflower,-97.00321401864448,48.45001844628671,1
Sunflower,-95.68738954531044,47.70168730023644,1
Sunflower,-99.82801780720337,44.50097976003233,1
Sunflower,-102.0983284262047,45.93352388483972,1
Sunflower,-99.70441023362648,48.75426781026299,1
Sunflower,-97.40168380798956,48.13798842885996,1
Sunflower,-99.8812299767566,46.0970470115963,1
Sunflower,-100.9313087486774,45.7472504080248,1
Sunflower,-100.89025811319868,44.058455483176985,1
Sunflower,-99.82294664021724,43.4665913974348,1
Sunflower,-101.2369791975086,45.50234565234308,1
Sunflower,-99.97050333263688,44.75146730588919,1
Sunflower,-100.21084054425722,44.98677004419515,1
Sunflower,-100.24093120483803,46.136234470353536,1
Sunflower,-102.15185951872492,46.81611387324003,1
Sunflower,-97.30816576360296,47.1907164212428,1
Sunflower,-102.36513490555568,46.44004090268115,1
Sunflower,-101.76329677925818,44.273816419583966,1
Sunflower,-100.27290578251088,44.956830573406265,1
Sunflower,-102.23281717787192,42.73052359787896,1
Sunflower,-104.66532507069012,39.76348600233006,1
Sunflower,-102.28647314703574,46.11165791543936,1
Sunflower,-100.1394750354358,43.941742793057145,1
Sunflower,-101.9331793756706,44.38853693848836,1
Sunflower,-100.19619916859534,44.49401858422665,1
Sunflower,-101.27300524196328,45.29556050590884,1
Sunflower,-98.73875866374286,26.31941543060383,1
Sunflower,-101.34417447053836,46.68704127247212,1
Sunflower,-101.64733740327374,44.49433123944371,1
Sunflower,-103.101999927681,42.29419589246015,1
Sunflower,-97.56021490469746,47.93062271488095,1
Sunflower,-99.5205958840388,44.61932339735439,1
Sunflower,-102.96386227356184,47.007927844302095,1
Sunflower,-101.40597799369009,47.02052184395191,1
Sunflower,-101.19420559366732,44.110337221920965,1
Sunflower,-100.09772463779105,45.149886502563135,1
Sunflower,-100.08568435163704,43.793423948287824,1
Sunflower,-103.03814592459952,46.938757774247065,1
Sunflower,-98.35314581336884,45.1594440523509,1
Sunflower,-101.99156698001718,46.17913214711161,1
Sunflower,-99.86478059095208,44.836588179538666,1
Sunflower,-101.49699893170786,47.42729084786659,1
Sunflower,-101.1304828702049,44.67086732253451,1
Sunflower,-100.92965020822513,46.7344230337442,1
Sunflower,-100.999960634404,44.37694208567764,1
Sunflower,-97.45584656818758,47.03074643176963,1
Sunflower,-100.95257368096924,45.830050719371386,1
Sunflower,-100.99183689081217,44.37713402167573,1
Sunflower,-100.10723198431543,47.38965682238246,1
Sunflower,-98.01771861403392,48.92415328600042,1
Sunflower,-101.56264243662412,46.8805993588222,1
Sunflower,-101.1725774277375,45.32738206960592,1
Sunflower,-99.94469971530135,44.497423689611125,1
Sunflower,-99.84166736124412,47.76223043249259,1
Sunflower,-102.13570081053192,46.19184813996485,1
Sunflower,-102.24230903952906,44.03396729887595,1
Sunflower,-100.02973535229492,45.256366824385225,1
Sunflower,-96.94100656630276,48.67268102143591,1
Sunflower,-97.18380741053603,47.605862281660336,1
Sunflower,-101.62940635966132,46.40999749524637,1
Sunflower,-101.65953426706346,44.49801013130957,1
Sunflower,-97.1537556864229,47.56743996137689,1
Sunflower,-97.83783943552862,48.25781709239253,1
Sunflower,-101.0798466233747,45.40344125920586,1
Sunflower,-101.90446257514624,46.471392355644745,1
Sunflower,-100.22898566427573,44.96628410468277,1
Sunflower,-96.46757198776491,47.42961880257545,1
Sunflower,-100.09423695417244,43.850279745701165,1
Sunflower,-96.39225087420256,46.41684751742719,1
Sunflower,-100.93921436137552,45.44005939797673,1
Sunflower,-99.87325449902654,44.63112983944268,1
Sunflower,-99.5773045885704,44.62609497053417,1
Sunflower,-100.6925785077953,45.923554038265095,1
Sunflower,-97.9113581097449,48.953357002249305,1
Sunflower,-101.84800808611794,44.97366523659392,1
Sunflower,-101.43655363936772,45.00092891344237,1
Sunflower,-99.20257234328108,44.59254600583761,1
Sunflower,-121.71140695678018,38.80465186561107,1
Sunflower,-99.29601749849049,44.568475329649175,1
Sunflower,-100.01504295057804,44.54992326327154,1
Sunflower,-101.2042667222796,48.26831866217528,1
Sunflower,-100.36934113654031,44.82830222460192,1
Sunflower,-100.46044844009502,43.48030472405812,1
Sunflower,-99.92102906669702,44.71120684509097,1
Sunflower,-101.12463412763108,45.70622644338118,1
Sunflower,-98.541216075997,26.362252923835257,1
Sunflower,-101.69255892791313,46.70304068193963,1
Sunflower,-100.579153834065,43.97908078549891,1
Sunflower,-99.98434409502644,45.03726762426973,1
Sunflower,-99.91436561156247,46.215059088520114,1
Sunflower,-101.7830448341749,44.94628214823664,1
Sunflower,-100.0302641041937,44.50531188271451,1
Sunflower,-98.33683038065374,26.42625864318572,1
Sunflower,-100.24897056399286,44.115216672442,1
Sunflower,-104.09201363127352,46.82912586217982,1
Sunflower,-101.6818330645763,46.70427281197212,1
Sunflower,-101.82635724329988,43.155852622560296,1
Sunflower,-101.98238623877324,43.24071669741719,1
Sunflower,-101.27855193896474,46.749215406846304,1
Sunflower,-96.22794562204533,47.19684829018556,1
Sunflower,-101.86884377256884,44.94175401689563,1
Sunflower,-103.084570164639,46.11927520044689,1
Sunflower,-98.09927591637424,44.90835762127016,1
Sunflower,-102.1345893997611,44.059488313302,1
Sunflower,-102.3389320963756,45.93825389677278,1
Sunflower,-99.9233981810589,44.80802286957844,1
Sunflower,-121.7041369063672,38.74208016189584,1
Sunflower,-101.37173844554204,45.35152991802266,1
Sunflower,-99.78769046481624,45.905873326608415,1
Sunflower,-99.4946918147854,44.75768805880295,1
Sunflower,-100.14333206430187,47.85878173917084,1
Sunflower,-97.86814438586492,48.06333450932532,1
Sunflower,-97.58429689681356,46.98266759191612,1
Sunflower,-103.26277877937574,46.363318944533326,1
Sunflower,-98.65304173510708,47.04360323401694,1
Sunflower,-101.4887547088969,47.41633748916492,1
Sunflower,-98.981448388315,45.64340418435606,1
Sunflower,-96.43376697927928,47.553620539721486,1
Sunflower,-102.56482973243452,46.08505079926352,1
Sunflower,-102.14998991879094,41.15624550147759,1
Sunflower,-99.78943239039695,45.915947067966414,1
Sunflower,-97.83222404757676,48.26079256917195,1
Sunflower,-96.88384412673214,47.0975227474924,1
Sunflower,-99.77333786358652,44.77727844133248,1
Sunflower,-101.36160105110002,44.81344997028482,1
Sunflower,-101.1336582157349,48.42413649740159,1
Sunflower,-121.84448472711132,39.03233692569148,1
Sunflower,-101.8268972205476,44.97091559363384,1
Sunflower,-101.43033445685418,44.413133213191486,1
Sunflower,-99.67796337460092,44.709657748311656,1
Sunflower,-101.21330943060536,45.50869123853178,1
Sunflower,-96.391962158424,47.11264970618544,1
Sunflower,-97.64578035599295,47.85577725544286,1
Sunflower,-100.77343595861754,47.023686041391066,1
Sunflower,-101.76266141781544,45.00193769148045,1
Sunflower,-100.11743178654542,44.91545247657444,1
Sunflower,-101.2072267868628,44.25556165806125,1
Sunflower,-100.92184782710636,45.73539654246899,1
Sunflower,-103.16497643631706,46.289955873651,1
Sunflower,-101.85520153174764,46.2895194825018,1
Sunflower,-96.97396063966426,47.084466454867695,1
Sunflower,-84.02452933791486,43.14397575714677,1
Sunflower,-118.25934790465227,47.155364005935525,1
Sunflower,-121.91153795476248,38.358000087050485,1
